  Scientific Name  	 AGCP	 AW	 CB	 EMP	 GP	 HI	 MW	 NCNE	 WMVC	 AK
  Metrosideros tremuloides  	   	   	   	   	   	 FAC	   	   	   	   
  Metrosideros waialealae  	   	   	   	   	   	 FACW	   	   	   	   
  Miconia affinis  	   	   	 FACW	   	   	   	   	   	   	   
  Miconia calvescens  	   	   	 UPL	   	   	 FAC	   	   	   	   
  Miconia foveolata  	   	   	 OBL	   	   	   	   	   	   	   
  Miconia impetiolaris  	   	   	 FACU	   	   	   	   	   	   	   
  Miconia laevigata  	   	   	 FACU	   	   	   	   	   	   	   
  Miconia mirabilis  	   	   	 FACU	   	   	   	   	   	   	   
  Miconia pachyphylla  	   	   	 OBL	   	   	   	   	   	   	   
  Miconia prasina  	   	   	 FAC	   	   	   	   	   	   	   
  Miconia pycnoneura  	   	   	 OBL	   	   	   	   	   	   	   
  Miconia racemosa  	   	   	 FACW	   	   	   	   	   	   	   
  Miconia rubiginosa  	   	   	 FAC	   	   	   	   	   	   	   
  Miconia serrulata  	   	   	 FACU	   	   	   	   	   	   	   
  Miconia sintenisii  	   	   	 FACW	   	   	   	   	   	   	   
  Miconia subcorymbosa  	   	   	 FACW	   	   	   	   	   	   	   
  Miconia tetrandra  	   	   	 FAC	   	   	   	   	   	   	   
  Miconia tetrastoma  	   	   	 FACW	   	   	   	   	   	   	   
  Miconia thomasiana  	   	   	 FACW	   	   	   	   	   	   	   
  Micranthemum glomeratum  	 OBL	   	   	   	   	   	   	   	   	   
  Micranthemum micranthemoides  	 OBL	   	   	 OBL	   	   	   	 OBL	   	   
  Micranthemum umbrosum  	 OBL	   	 OBL	 OBL	 OBL	   	   	   	   	   
  Micranthes aprica  	   	 FACW	   	   	   	   	   	   	 FAC	   
  Micranthes californica  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Micranthes careyana  	   	   	   	 FAC	   	   	   	   	   	   
  Micranthes caroliniana  	   	   	   	 FACW	   	   	   	   	   	   
  Micranthes ferruginea  	   	 FAC	   	   	 OBL	   	   	   	 FAC	 FAC
  Micranthes foliolosa  	   	   	   	   	   	   	   	 OBL	 OBL	 FACW
  Micranthes fragosa  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Micranthes hieraciifolia  	   	   	   	   	   	   	   	   	   	 FAC
  Micranthes howellii  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Micranthes integrifolia  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Micranthes lyallii  	   	 FACW	   	   	 OBL	   	   	   	 FACW	 FACW
  Micranthes marshallii  	   	 OBL	   	   	   	   	   	   	 FACW	   
  Micranthes micranthidifolia  	   	   	   	 OBL	   	   	   	 OBL	   	   
  Micranthes nelsoniana  	   	 FAC	   	   	   	   	   	   	 FAC	 FAC
  Micranthes nidifica  	   	 FACW	   	   	 FAC	   	   	   	 FACW	   
  Micranthes nudicaulis  	   	   	   	   	   	   	   	   	   	 FACW
  Micranthes occidentalis  	   	 FAC	   	   	 FAC	   	   	   	 FAC	 UPL
  Micranthes odontoloma  	   	 FACW	   	   	 FACW	   	   	   	 FACW	   
  Micranthes oregana  	   	 OBL	   	   	 OBL	   	   	   	 FACW	   
  Micranthes palmeri  	 FAC	   	   	 FAC	 FAC	   	 FACU	   	   	   
  Micranthes pensylvanica  	 OBL	   	   	 OBL	 FACW	   	 OBL	 OBL	   	   
  Micranthes petiolaris  	 FACW	   	   	 FACU	   	   	   	   	   	   
  Micranthes porsildiana  	   	   	   	   	   	   	   	   	 FAC	 FAC
  Micranthes rhomboidea  	   	 FACW	   	   	 FAC	   	   	   	 FAC	   
  Micranthes texana  	 FAC	   	   	 FAC	 FACW	   	 FAC	   	   	   
  Micranthes tolmiei  	   	 FAC	   	   	   	   	   	   	 FAC	 FACU
  Micranthes virginiensis  	 FAC	   	   	 FAC	   	   	 FACU	 FACU	   	   
  Microchilus hirtellus  	   	   	 FAC	   	   	   	   	   	   	   
  Microchilus plantagineus  	   	   	 FAC	   	   	   	   	   	   	   
  Microlaena stipoides  	   	   	   	   	   	 FAC	   	   	   	   
  Microlepia X adulteriana  	   	   	   	   	   	 FACU	   	   	   	   
